시/도,시/군/구,기관명,주소,사회서비스형,시장형,취업알선형,시니어인턴십,공익활동
서울,송파구,대한노인회 서울 송파구지회,"우편번호:  (056-76)
주소:  서울특별시 송파구 송파동 97-41 송파구노인회관
도로명주소:  서울특별시 송파구 송파대로38길 1 (송파동)",,,,,
서울,양천구,대한노인회 서울 양천구지회,"우편번호:  (080-15)
주소:  서울특별시 양천구 신정동 296-91 양천구보훈회관
도로명주소:  서울특별시 양천구 신목로 46 (신정동)",,,,,
서울,영등포구,대한노인회 서울 영등포구지회,"우편번호:  (073-04)
주소:  서울특별시 영등포구 영등포동3가 19-3
도로명주소:  서울특별시 영등포구 영등포로42길 21-9 (영등포동3가)",,,,,
서울,용산구,대한노인회 서울 용산구지회,"우편번호:  (043-11)
주소:  서울특별시 용산구 효창동 255 (사)대한노인회 서울특별시연합회
도로명주소:  서울특별시 용산구 임정로 58 (효창동)",,,,,
서울,은평구,대한노인회 서울 은평구지회,"우편번호:  (122-912)
주소:  서울 은평구 응암1동 159-5번지
도로명주소:  서울 은평구 백련산로 159-3",,,,,
서울,종로구,대한노인회 서울 종로구지회,"우편번호:  (031-28)
주소:  서울특별시 종로구 효제동 64-1 대한노인회종로구지회
도로명주소:  서울특별시 종로구 대학로3길 14 (효제동)",,,,,
서울,중구,대한노인회 서울 중구지회,"우편번호:  (045-79)
주소:  서울특별시 중구 신당동 160-2 중구구민복지관
도로명주소:  서울특별시 중구 퇴계로 460 (신당동)",,,,,
서울,직속,대한노인회 서울시 연합회,"우편번호:  (140-898)
주소:  서울 용산구 효창동 임정길 58
도로명주소:  서울시 용산구 임정로 58(효창동 255번지) 대한노인회서울시연합회2층",1,1,0,0,1
서울,광진구,대한은퇴자 협회,"우편번호:  (143-805)
주소:  서울 광진구 광장동 244-24호
도로명주소:  서울시 광진구 아차산로 589번지",,,,,
서울,도봉구,도봉노인종합복지관,"우편번호:  (013-94)
주소:  서울특별시 도봉구 쌍문동 19-12 시립도봉노인종합복지관
도로명주소:  서울특별시 도봉구 도당로2길 12-13 (쌍문동)",0,0,1,0,1
서울,도봉구,도봉동어르신복지관,"우편번호:  (013-05)
주소:  서울특별시 도봉구 도봉동 580-5 도봉동 노인복지센터
도로명주소:  서울특별시 도봉구 도봉로169가길 52 (도봉동)",,,,,
서울,도봉구,도봉시니어클럽,"우편번호:  (132-853)
주소:  서울 도봉구 방학1동 701-15
도로명주소:  서울 도봉구 도당로 118",0,1,1,0,1
서울,동대문구,동대문구청 복지환경국 어르신장애인복지과,"우편번호:  (025-65)
주소:  서울특별시 동대문구 용두동 39-9 동대문구청
도로명주소:  서울특별시 동대문구 천호대로 145 (용두동)",,,,,
서울,동대문구,동대문시니어클럽,"우편번호:  (025-87)
주소:  서울특별시 동대문구 용두동 253-1 동대문구 공유커뮤니티센터
도로명주소:  서울특별시 동대문구 무학로 89(용두동)",1,1,1,0,1
서울,동대문구,동대문종합사회복지관,"우편번호:  (024-76)
주소:  서울특별시 동대문구 제기동 220
도로명주소:  서울특별시 동대문구 약령시로5길 22 (제기동)",0,0,0,0,1
서울,동작구,동작50+센터,"우편번호:  (069-22)
주소:  서울 동작구노량진1동
도로명주소:  57-1 메가스터디타워 2층",,,,,
서울,동작구,동작구청 일자리정책과,"우편번호:  (069-28)
주소:  서울특별시 동작구 노량진동 47-2 동작구청
도로명주소:  서울특별시 동작구 장승배기로 161 (노량진동)",,,,,
서울,동작구,동작이수사회복지관,"우편번호:  (069-91)
주소:  서울특별시 동작구 사당동 52-3 동작이수사회복지관
도로명주소:  서울특별시 동작구 동작대로35차길 7 (사당동)",0,0,0,0,1
서울,강서구,등촌7종합사회복지관,"우편번호:  (157-767)
주소:  서울 강서구 등촌3동
도로명주소:  서울시 강서구 공항대로43길 104",0,0,0,0,1
서울,강서구,등촌9종합사회복지관,"우편번호:  (075-77)
주소:  서울특별시 강서구 등촌동 704 등촌9단지주공아파트
도로명주소:  서울특별시 강서구 화곡로63가길 92 (등촌동, 등촌9단지주공아파트)",0,0,0,0,1
서울,노원구,마들종합사회복지관,"우편번호:  (017-59)
주소:  서울특별시 노원구 중계동 515-3 중계주공1단지아파트
도로명주소:  서울특별시 노원구 동일로210길 22 (중계동, 중계주공1단지아파트)",,,,,
서울,송파구,마천종합사회복지관,"우편번호:  (057-63)
주소:  서울특별시 송파구 마천동 323-197 마천종합사회복지관
도로명주소:  서울특별시 송파구 마천로65길 4 (마천동)",,,,,
서울,마포구,마포구고용복지지원센터,"우편번호:  (039-11)
주소:  서울특별시 마포구 상암동 1640 마포창업복지관
도로명주소:  서울특별시 마포구 매봉산로 18(상암동)",,,,,
서울,마포구,마포구청 복지교육국 노인장애인과,"우편번호:  (039-37)
주소:  서울특별시 마포구 성산동 370 마포구청
도로명주소:  서울특별시 마포구 월드컵로 212 (성산동)",,,,,
서울,마포구,마포보사노인복지센터,"우편번호:  (039-80)
주소:  서울특별시 마포구 연남동 223-91 연동 경로당
도로명주소:  서울특별시 마포구 성미산로29안길 30(연남동)",0,0,0,0,1
서울,마포구,마포시니어클럽,"우편번호:  (121-807)
주소:  서울특별시 마포구 동교로 8길58
도로명주소:  서울특별시 마포구 동교로 8길58",,,,,
서울,마포구,마포어르신돌봄통합센터,"우편번호:  (121-828)
주소:  서울 마포구 상수동
도로명주소:  서울특별시 마포구상수동 토정로",,,,,
서울,마포구,마포지역아동센터연합회,"우편번호:  (121-809)
주소:  서울 마포구 대흥동 32-16
도로명주소:  서울 마포구 대흥로20길 16",,,,,
서울,중랑구,면목종합사회복지관,"우편번호:  (131-753)
주소:  서울 중랑구 면목4동 1382번지
도로명주소:  서울 중랑구 용마산로 228 면목아파트 단지 내",0,0,0,0,1
서울,양천구,목동실버복지문화센터,"우편번호:  (079-62)
주소:  서울특별시 양천구 목동중앙로3길 21
도로명주소:  서울특별시 양천구 목동중앙로3길 21",,,,,
서울,양천구,목동종합사회복지관,"우편번호:  (079-49)
주소:  서울특별시 양천구 목동 552-1 목동종합사회복지회관
도로명주소:  서울특별시 양천구 목동중앙북로8길 104 (목동)",0,0,0,0,1
서울,도봉구,방학동어르신복지관,"우편번호:  (013-14)
주소:  서울특별시 도봉구 방학동 393-5 방학동노인복지센터
도로명주소:  서울특별시 도봉구 시루봉로15라길 59-9 (방학동)",1,0,0,0,0
서울,강서구,방화6종합사회복지관,"우편번호:  (075-10)
주소:  서울특별시 강서구 방화동 816 방화6단지아파트
도로명주소:  서울특별시 강서구 금낭화로23길 25 (방화동, 방화6단지아파트)",,,,,
서울,강북구,번동3단지종합사회복지관,"우편번호:  (012-24)
주소: 
도로명주소:  서울특별시 강북구 오현로 208(번동, 번동주공아파트)",,,,,
서울,강북구,번동5단지종합사회복지관,"우편번호:  (011-37)
주소:  서울특별시 강북구 번동 230 번동주공5단지아파트
도로명주소:  서울특별시 강북구 한천로115길 20 (번동, 번동주공5단지아파트)",,,,,
서울,동작구,본동종합사회복지관,"우편번호:  (156-060)
주소:  서울 동작구본동
도로명주소:  서울특별시 동작구본동 노량진로32길",0,0,0,0,1
서울,서대문구,북가좌2동노인복지센터,"우편번호:  (120-810)
주소:  서울 서대문구북가좌2동
도로명주소: ",,,,,
서울,노원구,북부종합사회복지관,"우편번호:  (139-838)
주소:  서울 노원구 상계1동 1257
도로명주소: ",0,0,1,0,1
서울,마포구,사)대한민국6.25참전유공자회마포구지회,"우편번호:  (040-88)
주소:  서울특별시 마포구 신수동 371-18 마포구 보훈회관
도로명주소:  서울특별시 마포구 신수로 58 (신수동)",,,,,
서울,구로구,사단법인 길가온복지회,"우편번호:  (082-55)
주소: 
도로명주소:  서울특별시 구로구 부일로11길 80(궁동)",,,,,
서울,종로구,사단법인 여성중앙회 종로여성인력개발센터,"우편번호:  (030-79)
주소: 
도로명주소:  서울특별시 종로구 대학로11길 23 (명륜4가)",,,,,
서울,성북구,사단법인 한국고용복지센터,"우편번호:  (028-59)
주소: 
도로명주소:  서울특별시 성북구 보문로 38 (보문동7가)",,,,,
서울,금천구,사단법인 한국취업지원협회,"우편번호:  (085-12)
주소: 
도로명주소:  서울특별시 금천구 디지털로9길 68 (가산동)",,,,,
서울,강서구,사단법인여성가족지원네트워크,"우편번호:  (076-54)
주소:  서울특별시 강서구 화곡동 1114-5
도로명주소:  서울특별시 강서구 까치산로 189-1 (화곡동)",,,,,
서울,성동구,사단법인한국에이치알엠협회,"우편번호:  (047-95)
주소: 
도로명주소:  서울특별시 성동구 아차산로7나길 18 (성수동2가)",,,,,
서울,동작구,사당어르신종합복지관,"우편번호:  (156-827)
주소:  서울 동작구사당1동
도로명주소:  서울시 동작구 남부순환로 2081",,,,,
서울,동작구,사당종합사회복지관,"우편번호:  (156-821)
주소:  서울시 동작구 사당4동 268-6
도로명주소:  서울시 동작구 사당로14길 20",0,0,0,0,1
서울,마포구,사랑의전화마포종합사회복지관,"우편번호:  (121-851)
주소:  서울 마포구신공덕동
도로명주소:  서울특별시 마포구 만리재로 29 사랑의전화마포종합사회복지관",,,,,
서울,강남구,사회복지법인 영산,"우편번호:  (061-55)
주소:  서울특별시 강남구 삼성동 123-29 봉전경로당
도로명주소:  서울특별시 강남구 봉은사로68길 39-3 (삼성동)",,,,,
서울,영등포구,사회복지법인대길사회복지재단,"우편번호:  (073-56)
주소:  서울특별시 영등포구 신길동 466-3 사회복지법인 대길사회복지재단
도로명주소:  서울특별시 영등포구 영등포로84길 24-14(신길동)",,,,,
서울,영등포구,사회적협동조합 행복한돌봄,"우편번호:  (072-61)
주소: 
도로명주소:  서울특별시 영등포구 양산로 97 (당산동3가)",,,,,
서울,노원구,상계종합사회복지관,"우편번호:  (139-810)
주소:  서울 노원구 상계3동 101-135
도로명주소:  노원구 덕릉로 115나길 25",0,0,0,0,1
서울,동작구,상도종합사회복지관,"우편번호:  (156-830)
주소:  서울 동작구 상도1동 456
도로명주소: ",0,0,0,0,1
서울,관악구,상록재가노인지원센터,"우편번호:  (088-07)
주소:  서울특별시 관악구 남현동 1083-29
도로명주소:  서울특별시 관악구 남현길 63 (남현동)",,,,,
서울,성북구,생명의전화종합사회복지관,"우편번호:  (027-38)
주소:  서울특별시 성북구 하월곡동 96-113 생명의전화(종합복지관)
도로명주소:  서울특별시 성북구 오패산로 21(하월곡동)",,,,,
서울,서대문구,서대문구도시관리공단,"우편번호:  (036-57)
주소:  서울특별시 서대문구 홍은동 산26-155 서대문문화체육회관
도로명주소:  서울특별시 서대문구 백련사길 39 (홍은동)",,,,,
서울,서대문구,서대문구청 복지문화국 어르신복지과,"우편번호:  (037-18)
주소:  서울특별시 서대문구 연희동 168-6 서대문구청
도로명주소:  서울특별시 서대문구 연희로 248 (연희동)",,,,,
서울,서대문구,서대문구치매안심센터,"우편번호:  (036-53)
주소:  서울특별시 서대문구 홍은동 425-3 서대문보건소별관우리들
도로명주소:  서울특별시 서대문구 연희로 290 (홍은동)",,,,,
서울,서대문구,서대문노인종합복지관,"우편번호:  (120-040)
주소:  서울 서대문구천연동
도로명주소:  서울 서대문구 독립문로8길",0,0,1,0,1
서울,서대문구,서대문시니어클럽,"우편번호:  (037-12)
주소: 
도로명주소:  서울특별시 서대문구 모래내로13길 13 (남가좌동)",1,1,1,0,1
서울,양천구,서서울어르신복지관,"우편번호:  (079-11)
주소:  서울특별시 양천구 신월동 158-4 서서울 어르신복지관
도로명주소:  서울특별시 양천구 가로공원로60가길 16 (신월동)",,,,,
서울,강북구,서울 강북구지회,"우편번호:  (011-20)
주소:  서울특별시 강북구 미아동 791-251 강북노인회관
도로명주소:  서울특별시 강북구 삼양로 280-1 (미아동)",,,,,
서울,강서구,서울 강서구지회,"우편번호:  (076-82)
주소:  서울특별시 강서구 내발산동 671-30 대한노인회강서구지회
도로명주소:  서울특별시 강서구 우장산로 24-7 (내발산동)",,,,,
서울,금천구,서울 금천구지회,"우편번호:  (085-53)
주소:  서울특별시 금천구 독산동 234-86
도로명주소:  서울특별시 금천구 독산로54길 279(독산동)",,,,,
서울,중랑구,서울 대한노인회 중랑구지회,"우편번호:  (020-48)
주소:  서울특별시 중랑구 상봉동 303-48 중랑노인복지회관
도로명주소:  서울특별시 중랑구 봉화산로43길 9 (상봉동)",,,,,
서울,강서구,서울강서시니어클럽,"우편번호:  (076-04)
주소: 
도로명주소:  서울특별시 강서구 방화동로 124-1 (방화동)",1,1,1,0,1
서울,종로구,서울노인복지센터,"우편번호:  (031-47)
주소:  서울특별시 종로구 경운동 90-3
도로명주소:  서울특별시 종로구 삼일대로 467 (경운동)",0,0,1,1,1
서울,성북구,서울시 성북구지회,"우편번호:  (028-56)
주소:  서울특별시 성북구 안암동5가 104-37
도로명주소:  서울특별시 성북구 안암로 79 (안암동5가)",,,,,
서울,양천구,서울시립 신목종합사회복지관,"우편번호:  (080-16)
주소:  서울특별시 양천구 신정동 1278-1 목동삼성아파트
도로명주소:  서울특별시 양천구 신목로 5 (신정동, 목동삼성아파트)",,,,,
서울,중랑구,서울시립대학교종합사회복지관,"우편번호:  (131-790)
주소:  서울 중랑구신내2동
도로명주소:  서울시 중랑구 신내로115",0,0,0,0,1
서울,동대문구,서울시립동대문노인종합복지관,"우편번호:  (024-62)
주소:  서울특별시 동대문구 청량리동 11-1 동대문노인종합복지관, 청소년수련관
도로명주소:  서울특별시 동대문구 제기로33길 25 (청량리동)",0,0,1,0,1
